太阳直播,#genre#
长片短解，精彩的电影都有,http://159.75.85.63:35455/douyu/9410946
刘哔讲电影，东北话解说嘎嘎强,http://159.75.85.63:35455/douyu/2632223
【小片片】国产经典剧集专属直播间,http://159.75.85.63:35455/douyu/10011547
❤️冰冰❤️恐怖/经典/搞笑陪你一起,http://159.75.85.63:35455/douyu/74374
【番号】入万军丛中，取上将头颅,http://159.75.85.63:35455/douyu/8157860
杀死燕双鹰，活捉狄仁杰！,http://159.75.85.63:35455/douyu/3439096
【德善】所谓胡同就是，用时间来造就朋友,http://159.75.85.63:35455/douyu/8600645
【屠龙】凛冬将至，夜王之争,http://159.75.85.63:35455/douyu/8945323
反手一个好家伙,http://159.75.85.63:35455/douyu/7270927
【逃出监狱】兄弟情，是真的,http://159.75.85.63:35455/douyu/7575350
【樊胜美】天下无不散宴席 除了你自己,http://159.75.85.63:35455/douyu/3756989
周扒片深度解说,http://159.75.85.63:35455/douyu/6434857
已更新！星君带你看大片,http://159.75.85.63:35455/douyu/8014467
美剧解说精彩不断,http://159.75.85.63:35455/douyu/9643264
【宋江】梁园虽好 不是久恋之家,http://159.75.85.63:35455/douyu/3758762
❤️可乐❤️电影 欧美 科幻 经典,http://159.75.85.63:35455/douyu/20415
【大秦】秦人不暇自哀，而后人哀之,http://159.75.85.63:35455/douyu/1584198
【小鸽陪看】华语热门影视剧,http://159.75.85.63:35455/douyu/3928
【红雷】经典电视剧精讲,http://159.75.85.63:35455/douyu/9650131
【美食】舌尖上的火锅，美食不可辜负,http://159.75.85.63:35455/douyu/9650849
【吐槽】烂片的克星，老邪入驻啦,http://159.75.85.63:35455/douyu/9222870
【步惊云】金鳞岂是池中物，一遇风云便化龙,http://159.75.85.63:35455/douyu/9290755
【好先生】男人不坏，女人不爱,http://159.75.85.63:35455/douyu/9650792
【使徒】做兄弟 在心中,http://159.75.85.63:35455/douyu/7810803
【变种人】除掉任何阻碍我们的人,http://159.75.85.63:35455/douyu/9651304
【恐怖】经典 恐怖 鬼怪 剧场,http://159.75.85.63:35455/douyu/1165374
【新人花卷】豆瓣高评分电影,http://159.75.85.63:35455/douyu/52787
【刘德华】24小时看不停,http://159.75.85.63:35455/douyu/8985415
❤️小U❤️丧尸 鬼片 恐怖 惊悚 电影,http://159.75.85.63:35455/douyu/96577
【隋唐】与君共饮盏中酒，几人哀伤几人愁,http://159.75.85.63:35455/douyu/7552568
【刘老师】每天爆笑解说不断,http://159.75.85.63:35455/douyu/8317926
钱债易还 情债难偿!,http://159.75.85.63:35455/douyu/8595134
⭐圆子⭐来看你老婆跳舞啦,http://159.75.85.63:35455/douyu/6566658
【迷小雅】最新最热门美剧解说~,http://159.75.85.63:35455/douyu/10240488
粤语电影⭐周星驰 林正英 经典喜剧 白话,http://159.75.85.63:35455/douyu/6566671
来看一只熊解说电影,http://159.75.85.63:35455/douyu/9386057
说笑武林的直播间,http://159.75.85.63:35455/douyu/10329706
✨曾小贤✨胡一菲✨第三季✨第一季✨,http://159.75.85.63:35455/douyu/2838296
【吐槽】疯狂吐槽辣眼雷剧,http://159.75.85.63:35455/douyu/9026377
sSs女团，帮打上分，3倍快乐,http://159.75.85.63:35455/douyu/4346416
下次直播再见，搞笑解说就看文西与阿漆,http://159.75.85.63:35455/douyu/8737695
【凌儿️】港剧️ 电影 动作,http://159.75.85.63:35455/douyu/1377142
【刑侦】饿不饿，要不要下一碗面吃呀,http://159.75.85.63:35455/douyu/138959
❤等第一张真爱紫牌子❤,http://159.75.85.63:35455/douyu/7925840
【鉴证】刑侦破案，线索追凶,http://159.75.85.63:35455/douyu/8323493
懒猫 美食家 点播,http://159.75.85.63:35455/douyu/260322
贰哥带你看电影,http://159.75.85.63:35455/douyu/9338867
电影解说人,http://159.75.85.63:35455/douyu/9431125
【看电影了没】深度讲解电影,http://159.75.85.63:35455/douyu/9562616
【香港赌片】喜剧、黑帮、动作、武侠、经典,http://159.75.85.63:35455/douyu/315457
◦°˚\☺️/˚°◦互相思念的人终会重逢,http://159.75.85.63:35455/douyu/6079455
【大蓝雀】最新神剧爆笑解说,http://159.75.85.63:35455/douyu/8656759
【邦德】再帮我一个忙，让我消失,http://159.75.85.63:35455/douyu/9292499
【RM-轮播】轮播！模式-24H欢乐不断,http://159.75.85.63:35455/douyu/7298973
好像视说故事电影推荐,http://159.75.85.63:35455/douyu/8891883
平凡的世界，平凡的人,http://159.75.85.63:35455/douyu/10240495
【笑场】喜剧电影专场,http://159.75.85.63:35455/douyu/9292492
【贝爷影厅】欧美 日韩 国产 2号厅,http://159.75.85.63:35455/douyu/36337
【蓝光女团】Kpop女团点播直播间,http://159.75.85.63:35455/douyu/329667
五周年庆典~双倍积分~双倍快乐,http://159.75.85.63:35455/douyu/3186217
专业烧脑 一个安静的直播间,http://159.75.85.63:35455/douyu/5802446
【恐怖电影】鬼片 僵尸 灾难 丧尸片,http://159.75.85.63:35455/douyu/310926
【RM-点播】点播！模式-24H欢乐不断,http://159.75.85.63:35455/douyu/131977
【天子】愁在秋日里 落花逐水流,http://159.75.85.63:35455/douyu/7133423
济公/聊斋的故事,http://159.75.85.63:35455/douyu/10475459
很高兴认识你 7305938,http://159.75.85.63:35455/douyu/7305938
【老白和小粉】化学攻击最为致命,http://159.75.85.63:35455/douyu/755832
【静态形象展示】免费点BGM,http://159.75.85.63:35455/douyu/6146690
晓妞动漫花园o(∩_∩)o,http://159.75.85.63:35455/douyu/426517
【话事人】粤语【周星驰】【林正英】,http://159.75.85.63:35455/douyu/5033502
俗哥看电影的直播间,http://159.75.85.63:35455/douyu/2161818
♥️周杰伦♥️MV音乐演唱会高清电影视频,http://159.75.85.63:35455/douyu/7537296
24小时音乐不停歇,http://159.75.85.63:35455/douyu/3870925
【粤语电影】吴孟达 达叔 周星驰 经典,http://159.75.85.63:35455/douyu/1226741
鼎香楼的故事,http://159.75.85.63:35455/douyu/299854
【米娅陪看】60帧喜剧科幻电影真人互动,http://159.75.85.63:35455/douyu/6537888
来这里开心就好 1557481,http://159.75.85.63:35455/douyu/1557481
【蓝翔】经典电视剧,http://159.75.85.63:35455/douyu/7459925
【s1134】经典 科幻 动作 灾难,http://159.75.85.63:35455/douyu/248753
老铁你又来了啊,http://159.75.85.63:35455/douyu/691316
看的是情怀,http://159.75.85.63:35455/douyu/223521
全程高能，爆笑如雷,http://159.75.85.63:35455/douyu/9638983
荒野求生纪录片小天地,http://159.75.85.63:35455/douyu/9661369
〖師落〗大秦男儿 勿忘东出,http://159.75.85.63:35455/douyu/6582435
【神探】童年阴影包拯,http://159.75.85.63:35455/douyu/7784862
周末狂欢剧场,http://159.75.85.63:35455/douyu/7476264
【神剧】【燕双鹰】【狄仁杰】,http://159.75.85.63:35455/douyu/5875025
海绵与大星直播间,http://159.75.85.63:35455/douyu/2250349
❤小饼❤蓝光 胡八一 经典电视剧,http://159.75.85.63:35455/douyu/7701735
范闲、王启年、陈萍萍~,http://159.75.85.63:35455/douyu/5908256
正常开播，欢迎欢迎,http://159.75.85.63:35455/douyu/319576
【超清1】经典港剧天地,http://159.75.85.63:35455/douyu/4290711
【刘华强】你这呱保熟吗,http://159.75.85.63:35455/douyu/2726977
【鬼兄奇谈】午夜故事，提神醒脑，清清凉凉,http://159.75.85.63:35455/douyu/8722254
【麓山迷踪】邪  虐  异  染  绝,http://159.75.85.63:35455/douyu/4505431
Q版大作新区秒发4W钻在线冲榜--9,http://159.75.85.63:35455/douyu/10801659
经典美剧解说，悬疑科幻惊悚,http://159.75.85.63:35455/douyu/9123570
【恐怖电影】 林正英 僵尸 鬼片 经典,http://159.75.85.63:35455/douyu/9275635
三国直播间,http://159.75.85.63:35455/douyu/6546908
✨十三香✨经典 科幻 动作 二战,http://159.75.85.63:35455/douyu/4870914
【超清2】热门港剧天地,http://159.75.85.63:35455/douyu/5522351
四大经典/水浒系列,http://159.75.85.63:35455/douyu/9487003
清汤寡水之情景喜剧,http://159.75.85.63:35455/douyu/3980787
快进贱丶许一三多,http://159.75.85.63:35455/douyu/7517784

【悍匪】技术学院,http://159.75.85.63:35455/douyu/922564
各种美剧、连续剧全集解说,http://159.75.85.63:35455/douyu/1979257
【果条】偶尔陪看,http://159.75.85.63:35455/douyu/6785471
【经典武侠】时代的记忆！,http://159.75.85.63:35455/douyu/9649701
经典超清情景剧,http://159.75.85.63:35455/douyu/9639508
范闲4K超清、下饭神剧,http://159.75.85.63:35455/douyu/9633542
爆笑解说各种动漫,http://159.75.85.63:35455/douyu/2365
金庸武侠、古装神剧,http://159.75.85.63:35455/douyu/338759
雍正九子夺嫡国强四阿哥,http://159.75.85.63:35455/douyu/4944033
有温度的篮球厂牌,http://159.75.85.63:35455/douyu/9367541

江户川柯南，是一个蒸蛋。,http://159.75.85.63:35455/douyu/5377297
【奥雷】带你看遍奇葩老电影,http://159.75.85.63:35455/douyu/1224356
带你体验宇宙时空之旅,http://159.75.85.63:35455/douyu/9439712
一个只讲恐怖电影的电影解说,http://159.75.85.63:35455/douyu/8415464
【松轩】速看大片，体味人生,http://159.75.85.63:35455/douyu/1524969
傲娇的超级赛亚人的直播间,http://159.75.85.63:35455/douyu/4373285
【胥渡吧】经典搞笑 神配音~,http://159.75.85.63:35455/douyu/2040822
老刘带你看大片,http://159.75.85.63:35455/douyu/3985805
【谁语Whospeak】精彩电影解说,http://159.75.85.63:35455/douyu/8705754
祝晓晗的直播间,http://159.75.85.63:35455/douyu/9575293
【综艺】搞笑影视综艺解说时间到了！,http://159.75.85.63:35455/douyu/8657920
【史君观影】国产刑侦电视剧太精彩了,http://159.75.85.63:35455/douyu/9644669
看遍世界各地的纪录片,http://159.75.85.63:35455/douyu/8834003
我只担心一件事，我怕我配不上所受的苦难,http://159.75.85.63:35455/douyu/8344251
二次元fans鹿鹿~鹿鹿陪你看动漫！,http://159.75.85.63:35455/douyu/8661526
小姐姐Bie跑哦的直播间,http://159.75.85.63:35455/douyu/8666258
【经典悬疑烧脑剧解说】你值得拥有,http://159.75.85.63:35455/douyu/8790357
新鲜影剧解说，好看的电影、电视剧都在我这,http://159.75.85.63:35455/douyu/421222
指缝君看大片,http://159.75.85.63:35455/douyu/9647834
〖小瑟瑟西游房〗三部曲86版+续集+后传,http://159.75.85.63:35455/douyu/5472438
鲨说电影的直播间,http://159.75.85.63:35455/douyu/9544628
芳芳说故事每日更新,http://159.75.85.63:35455/douyu/9401905
邸生讲解的童年经典,http://159.75.85.63:35455/douyu/9665298
锦书致南辞,http://159.75.85.63:35455/douyu/2894528
❤️奶瓶❤️金庸武侠剧,http://159.75.85.63:35455/douyu/7644931
电影冷知识的直播间,http://159.75.85.63:35455/douyu/9660835
【恐怖电影】小岛理解下的恐怖电影,http://159.75.85.63:35455/douyu/9390955

挖沟连彭沟长的直播间,http://159.75.85.63:35455/douyu/8413092
小姐姐小乔讲电影,http://159.75.85.63:35455/douyu/8413908
总有一部让你觉得很哇塞的电影,http://159.75.85.63:35455/douyu/9820039
没有比这更沙雕的直播间了,http://159.75.85.63:35455/douyu/9481300
菠萝说电影,http://159.75.85.63:35455/douyu/3714736
【娜娜酱】带你一起看动漫,http://159.75.85.63:35455/douyu/9445557
女汉子还是女神，看看她讲的电影就知道了,http://159.75.85.63:35455/douyu/9395966
【崽崽】创意电影脑洞大开,http://159.75.85.63:35455/douyu/8325511
【六小龄童】你挑着担，我牵着马,http://159.75.85.63:35455/douyu/8953746
那些年一起追的宝可梦,http://159.75.85.63:35455/douyu/9050486
屁屁鸭和他的朋友们,http://159.75.85.63:35455/douyu/9461930
【经典搞笑电视剧】轮播♥高清,http://159.75.85.63:35455/douyu/5429211
小儛陪你聊电影,http://159.75.85.63:35455/douyu/8362978
罗休休的爆笑校园,http://159.75.85.63:35455/douyu/9403178
【高帧】成龙/李连杰/动作/武侠…,http://159.75.85.63:35455/douyu/6763930
小美丽带你5分钟看一部精彩电影！,http://159.75.85.63:35455/douyu/6725858
【娱乐】歪果仁的奇葩生活,http://159.75.85.63:35455/douyu/8850453
小丽说电影每日更新,http://159.75.85.63:35455/douyu/9368016
驴哥解说最奇葩的电影,http://159.75.85.63:35455/douyu/5376478
吐槽各种东西！都吐槽！,http://159.75.85.63:35455/douyu/9540113
带您进入搞笑院长的电影世界,http://159.75.85.63:35455/douyu/8829915
❤ BBQ ❤  单身狗俱乐部,http://159.75.85.63:35455/douyu/10
【经典巨制】欧美大片,http://159.75.85.63:35455/douyu/2793084
漫威迷集合,http://159.75.85.63:35455/douyu/1713615
【粤语频道】电影点播,http://159.75.85.63:35455/douyu/2466104
迷茫看【许三多】励志⭐特种兵 原版蓝光,http://159.75.85.63:35455/douyu/10348728
【小姐姐做的美食】,http://159.75.85.63:35455/douyu/8901218

【高清】卫国无敌,http://159.75.85.63:35455/douyu/8479500
✨爱你孤身走暗巷！爱你不跪的模样✨,http://159.75.85.63:35455/douyu/7528160
【速看】深度解读各种冷门佳作！,http://159.75.85.63:35455/douyu/8850682
【闯关D】今日鲜儿要上山，敬请神灵多包涵,http://159.75.85.63:35455/douyu/8787737
漫威与DC，精彩有声漫画,http://159.75.85.63:35455/douyu/1952680
解说：各类精彩国产悬疑推理剧集,http://159.75.85.63:35455/douyu/8741860
【悬疑烧脑】欢迎来到侦探宇宙,http://159.75.85.63:35455/douyu/8788687
带你看没时间看的经典电影,http://159.75.85.63:35455/douyu/9375743
郭云神奇的神奇解说，百万UP主的威力！,http://159.75.85.63:35455/douyu/8694831
原创惊悚恐怖动画,http://159.75.85.63:35455/douyu/9312460
【一目十影】温情解说经典电影,http://159.75.85.63:35455/douyu/3643605
小小鹿的恐怖故事馆（故事内容仅为小说）,http://159.75.85.63:35455/douyu/9442889
【阿木】解读高分经典电影,http://159.75.85.63:35455/douyu/532050
搜集世界上悉奇的案件和恐怖故事,http://159.75.85.63:35455/douyu/9401473
【蓝星人】颠覆你想象的神秘未解谜团,http://159.75.85.63:35455/douyu/9431727
发现放映室,http://159.75.85.63:35455/douyu/8791622
听wo姐说,http://159.75.85.63:35455/douyu/8830082
晓麦带你看电影 453963,http://159.75.85.63:35455/douyu/453963
吐槽安利各种剧,http://159.75.85.63:35455/douyu/8611011
猪弟侃电影,http://159.75.85.63:35455/douyu/8862501
每日深度解说经典电影。每天惊喜不断,http://159.75.85.63:35455/douyu/8758482
【快看张不止】带你看各国悬疑电影,http://159.75.85.63:35455/douyu/8413226
脑洞大到飞起，猜到结局算我输！！,http://159.75.85.63:35455/douyu/8706084
珞珞说电影,http://159.75.85.63:35455/douyu/3718888
【午夜消暑】伊藤润二恐怖漫画血亏解说专场,http://159.75.85.63:35455/douyu/8936207
【苏八拉西】快乐搞笑吐槽电影,http://159.75.85.63:35455/douyu/97643
世界纪录大全的直播间,http://159.75.85.63:35455/douyu/9406359
【DS女老诗】萌系萝莉 辛辣吐槽,http://159.75.85.63:35455/douyu/563536
涛哥玩吃鸡,http://159.75.85.63:35455/douyu/613850
爆笑动画吐槽2333333,http://159.75.85.63:35455/douyu/9039217
将军侃片的直播间,http://159.75.85.63:35455/douyu/8529736
大胡子魏的直播间,http://159.75.85.63:35455/douyu/8792763
怠惰守夜女频漫画,http://159.75.85.63:35455/douyu/8842108
人形自走变声器日配声优,http://159.75.85.63:35455/douyu/8896100
张开嘴吃我安利啦,http://159.75.85.63:35455/douyu/9184833
猫眼电影影视的直播间,http://159.75.85.63:35455/douyu/8726221
【纪晓岚】莫说百无一用是书生,http://159.75.85.63:35455/douyu/9071554
罐装老K的直播间,http://159.75.85.63:35455/douyu/9566210
黑T毒物的直播间,http://159.75.85.63:35455/douyu/3579219
❤️奶瓶❤️经典港剧,http://159.75.85.63:35455/douyu/6241733
狄大人：元芳到底看不看,http://159.75.85.63:35455/douyu/9965018
ENHYPEN迷你三辑回归大发,http://159.75.85.63:35455/douyu/40471
万年如一柯播南，各位给点电费吧,http://159.75.85.63:35455/douyu/1783144
祝大家六一快乐，永远开心,http://159.75.85.63:35455/douyu/8231658
近期共有618个水友浏览,http://159.75.85.63:35455/douyu/1274132
【漫威系列连播】,http://159.75.85.63:35455/douyu/8107217
［豆腐帮］粤语港剧,http://159.75.85.63:35455/douyu/6478650
【典】【悚】【怀】万部,http://159.75.85.63:35455/douyu/7882691
粤语剧一起看,http://159.75.85.63:35455/douyu/10338873
♥ 港剧 动漫 美剧❤️,http://159.75.85.63:35455/douyu/6581531
【米尼影院】经典电视剧,http://159.75.85.63:35455/douyu/7642724
【恐怖片】专注恐怖片赏析与原创解说！！！,http://159.75.85.63:35455/douyu/9280384
美味！蟹黄堡,http://159.75.85.63:35455/douyu/8762358
【美食】舌尖上的早餐，天天不一样,http://159.75.85.63:35455/douyu/5451871
【严守一】太传统不好，太饭桶更不好,http://159.75.85.63:35455/douyu/8507023
译制国语影片荟萃,http://159.75.85.63:35455/douyu/2436390
片源多多，欢迎点播,http://159.75.85.63:35455/douyu/6332732
【僵尸】化为自己的力量 然后就无坚不摧,http://159.75.85.63:35455/douyu/3627728
【犯罪】【真实案例】【刑侦】,http://159.75.85.63:35455/douyu/10019937
话多主播，聊天直播间,http://159.75.85.63:35455/douyu/8861179
天际边缘的世界线 二次元的湫霜椿落,http://159.75.85.63:35455/douyu/5592587

专业女团【超万部女团】任你点,http://159.75.85.63:35455/douyu/340224
【经典影视韩国车模小刚歌】,http://159.75.85.63:35455/douyu/1360303
懒懒壁虎的直播间,http://159.75.85.63:35455/douyu/5127679
燃爆全网的动作大片都在这里！！！！！！！,http://159.75.85.63:35455/douyu/9614847
❤️奶瓶❤️欧美电影,http://159.75.85.63:35455/douyu/6655271
神探：带你走进案件,http://159.75.85.63:35455/douyu/3310454
悬疑烧脑影视大合集！,http://159.75.85.63:35455/douyu/5354713

【沙雕】五毛特效，大战恶龙,http://159.75.85.63:35455/douyu/7421687
大星与海绵方块,http://159.75.85.63:35455/douyu/3949681
【星星影院】漫威 科幻 动作 欧美 灾难,http://159.75.85.63:35455/douyu/315131
蓝光画质电视剧,http://159.75.85.63:35455/douyu/3831627

新治愈篇美食家 点餐美食,http://159.75.85.63:35455/douyu/953193
粤语部【每天都找不到笔的我】,http://159.75.85.63:35455/douyu/9701481
【经典剧集】【高清轮播】,http://159.75.85.63:35455/douyu/7582564
『电影频道』ッ猫猫陪你煲剧,http://159.75.85.63:35455/douyu/9242659
【独立鱼】鱼叔荐好片 爱看你就来,http://159.75.85.63:35455/douyu/2413555
未曾相逢先一笑，初会便已许平生,http://159.75.85.63:35455/douyu/3221207
【科幻】九叔带你看大片！,http://159.75.85.63:35455/douyu/9348282
超美竹公子来说书,http://159.75.85.63:35455/douyu/8887432
《武侠剧》,http://159.75.85.63:35455/douyu/7655471
快乐男孩解说经典,http://159.75.85.63:35455/douyu/8795274
【宇哥】总有你没看过的经典,http://159.75.85.63:35455/douyu/413573
【速看】超精彩的电影解说，等你来看！,http://159.75.85.63:35455/douyu/8808506
鹏友说电影、一起看电影,http://159.75.85.63:35455/douyu/9445244
【草泥泥影院】每日解说欧美高分动画,http://159.75.85.63:35455/douyu/9091049
【鸡哥】一部电影就是一个人生,http://159.75.85.63:35455/douyu/5067952
那些6到让我们窒息的操作！,http://159.75.85.63:35455/douyu/8881729
佛系--爆笑--剧集轮播-（史上最爆笑）,http://159.75.85.63:35455/douyu/5689514
沉郁观影 带您看奇案,http://159.75.85.63:35455/douyu/9393577
恐怖悬疑小故事精彩解说,http://159.75.85.63:35455/douyu/6361974
【经典神剧】,http://159.75.85.63:35455/douyu/508118
最会“夸人”的三代鹿人来斗鱼啦,http://159.75.85.63:35455/douyu/9629717
【神烦xp】十分钟传递影视情感,http://159.75.85.63:35455/douyu/8286679
避风港电影院,http://159.75.85.63:35455/douyu/9826611
玫瑰叔品评,http://159.75.85.63:35455/douyu/8805720
老sao的沙雕动漫解说,http://159.75.85.63:35455/douyu/8833450
山下智博超精彩的日常分享,http://159.75.85.63:35455/douyu/9186596
跟着小猪一起看【热剧联播】,http://159.75.85.63:35455/douyu/10297898
【速看】码哥出品，必是精品！,http://159.75.85.63:35455/douyu/8821892
精彩电影，看就完事了,http://159.75.85.63:35455/douyu/9486015
粵語影視動漫,http://159.75.85.63:35455/douyu/8524186

【我是阿树酱】不一样的影视解说,http://159.75.85.63:35455/douyu/9486020
【罗杰】高分悬疑推理电影盘点解读,http://159.75.85.63:35455/douyu/8821917
迷剧阿菁的直播间,http://159.75.85.63:35455/douyu/9486024

带您进入总之的电影世界,http://159.75.85.63:35455/douyu/8978669
【酉晨君】进来一起影视解说,http://159.75.85.63:35455/douyu/9484541
橘癫疯Oswald的直播间,http://159.75.85.63:35455/douyu/8793544
爱玩客小姐姐播一会,http://159.75.85.63:35455/douyu/317409
doyoudo团队的直播间,http://159.75.85.63:35455/douyu/721837
卡牌大师！花式切牌，有点东西,http://159.75.85.63:35455/douyu/9388557
少年看电影的直播间,http://159.75.85.63:35455/douyu/8762120
Ethan清醒思考的直播间,http://159.75.85.63:35455/douyu/9481151
看经典影视 品百味人生→李元芳,http://159.75.85.63:35455/douyu/931984
带您进入十三的艺术世界,http://159.75.85.63:35455/douyu/9498317
【薯条影厅】经典 科幻 热血 动作,http://159.75.85.63:35455/douyu/10599965
热门电视剧/综艺的疯狂吐槽,http://159.75.85.63:35455/douyu/9663084
电影最TOP,http://159.75.85.63:35455/douyu/2164691
曾经的小小少年 6896398,http://159.75.85.63:35455/douyu/6896398
相恋影视城,http://159.75.85.63:35455/douyu/6511325
【Firend黎伽嘛】粤语港产片爱好者,http://159.75.85.63:35455/douyu/8603174
【银色子弹】我是一名侦探！,http://159.75.85.63:35455/douyu/5189447
可盐可甜小布丁 你的专属陪看女友~,http://159.75.85.63:35455/douyu/4677613
歌单在鱼吧,http://159.75.85.63:35455/douyu/603070
【果条】历史电视剧,http://159.75.85.63:35455/douyu/8168353
8O后电影院的直播间,http://159.75.85.63:35455/douyu/10782575

【电视剧】本直播间由天使点播提供技术支持,http://159.75.85.63:35455/douyu/7623292
美丽的孔雀公主,http://159.75.85.63:35455/douyu/3113309
【漫威丶嗷大喵】漫威电影 超清 轮播,http://159.75.85.63:35455/douyu/4282654
❤️欣欣❤️陪看电影,http://159.75.85.63:35455/douyu/5635000
【小宇】兄弟们，一起看经典剧啦,http://159.75.85.63:35455/douyu/54945
【三部连播】加油好道济！！！,http://159.75.85.63:35455/douyu/6776615
漫威DC-不灭的英雄梦,http://159.75.85.63:35455/douyu/10805828
经典影视剧 4744905,http://159.75.85.63:35455/douyu/4744905
最爱贾萌萌,http://159.75.85.63:35455/douyu/7253343
【童年回忆】仨房间画面同步显示,http://159.75.85.63:35455/douyu/6712083
胡八一雪莉杨,http://159.75.85.63:35455/douyu/10510852
全网最清晰林正英僵尸道长,http://159.75.85.63:35455/douyu/7356023
不可能！我二弟天下无敌！,http://159.75.85.63:35455/douyu/10906963
经典港剧、古装剧,http://159.75.85.63:35455/douyu/4147520
【高帧】浅播一下吧,http://159.75.85.63:35455/douyu/10416271
国服法王     的直播间,http://159.75.85.63:35455/douyu/6214318
『Apink点播厅』 舞台现场饭拍MV,http://159.75.85.63:35455/douyu/123351
天堂经典影院,http://159.75.85.63:35455/douyu/7359565
胡八一闯江湖,http://159.75.85.63:35455/douyu/10754812
喜欢不要忘记关注哦,http://159.75.85.63:35455/douyu/9038894
⭐修复版⭐国配经典⭐,http://159.75.85.63:35455/douyu/10084875
想看新电影？最新影视资讯每周更新！,http://159.75.85.63:35455/douyu/1557505
【怀旧】姜子牙，孙悟空打妖怪的故事,http://159.75.85.63:35455/douyu/6861249
愿所有善良都被温柔以待！感谢大家的喜爱！,http://159.75.85.63:35455/douyu/7495810
楠者电影，最会讲电影的人,http://159.75.85.63:35455/douyu/9485398
四大名著 （中国古典文学）,http://159.75.85.63:35455/douyu/1308848
柯南探案解说中,http://159.75.85.63:35455/douyu/9065302
龙门镖1.5：真的好好笑哦,http://159.75.85.63:35455/douyu/10846855
精彩好剧，期待与您一起看！,http://159.75.85.63:35455/douyu/6963125
✨电影点播✨✨荧幕经典✨,http://159.75.85.63:35455/douyu/9652323
〖小瑟瑟经典电影房〗 免费指定时间点播,http://159.75.85.63:35455/douyu/9597793
❤️奶瓶❤️经典国产电影,http://159.75.85.63:35455/douyu/10515109
果子哥哥邓先森配音的直播间,http://159.75.85.63:35455/douyu/9372950
精彩影视持续更新,http://159.75.85.63:35455/douyu/9738876
喜剧 动作 画质 4K,http://159.75.85.63:35455/douyu/10739683
日本最新资讯速递,http://159.75.85.63:35455/douyu/296836
听完发现这些书白读了~,http://159.75.85.63:35455/douyu/2680501
顺风为主 其他情喜影剧集锦为辅 随机连播,http://159.75.85.63:35455/douyu/6369954
苏家动漫重捶,http://159.75.85.63:35455/douyu/9569905

阴谋 阳谋 明说 暗夺 淡薄,http://159.75.85.63:35455/douyu/125397
【一拳超人】高燃解说！！！,http://159.75.85.63:35455/douyu/9568700
带您进入Fatal飞雪的动漫小屋,http://159.75.85.63:35455/douyu/8813596
【动漫】超燃直播间,http://159.75.85.63:35455/douyu/10147606
肖胜350的直播间,http://159.75.85.63:35455/douyu/7338853
是天才还是穿越,http://159.75.85.63:35455/douyu/8662915
【老剧新赏/影视】第一人称视角解说,http://159.75.85.63:35455/douyu/9663665
【奥特】经典童年记忆，没有之一,http://159.75.85.63:35455/douyu/8841881
☆卡卡罗特☆,http://159.75.85.63:35455/douyu/7286439
林正英♥僵尸女鬼恐怖片♥国外惊悚鬼片专场,http://159.75.85.63:35455/douyu/5503962
秀才侃娱乐,http://159.75.85.63:35455/douyu/9382873
✨星星影院✨漫威 科幻 动作 欧美,http://159.75.85.63:35455/douyu/10254810
国王新三国,http://159.75.85.63:35455/douyu/179062
脑洞大开的悬疑短剧【不思异】,http://159.75.85.63:35455/douyu/9297412
28岁电影的直播间,http://159.75.85.63:35455/douyu/8884164
爱电影更爱你！,http://159.75.85.63:35455/douyu/549693
进来涨知识，科普小短片,http://159.75.85.63:35455/douyu/1732550
这里有你想要的 8871095,http://159.75.85.63:35455/douyu/8871095
老人家-小熊猫君,http://159.75.85.63:35455/douyu/753342
片荒的时候来看看,http://159.75.85.63:35455/douyu/10395991

网红赤焰男孩来了！都是热知识,http://159.75.85.63:35455/douyu/9835644
三斤呦的直播间,http://159.75.85.63:35455/douyu/9047933
没有比我更懂二次元,http://159.75.85.63:35455/douyu/8849954
【伊藤润二】恐怖漫画解说直播间,http://159.75.85.63:35455/douyu/9481137
我来啦  我来啦。。。,http://159.75.85.63:35455/douyu/8252036
电影先锋V的直播间,http://159.75.85.63:35455/douyu/8711212
超燃超治愈超励志短片：你是最棒的！,http://159.75.85.63:35455/douyu/8700367
原创歌手双笙陈元汐入驻斗鱼啦,http://159.75.85.63:35455/douyu/6476693
维立方电影的直播间,http://159.75.85.63:35455/douyu/8706393
关云猖动漫剧场,http://159.75.85.63:35455/douyu/8820996
黑暗骑士DARKSWEET的直播间,http://159.75.85.63:35455/douyu/8795660
【蔡恩雨Priscilla】的音乐世界,http://159.75.85.63:35455/douyu/9662853
带您进入海男Rexv的时尚天堂,http://159.75.85.63:35455/douyu/9626732
大桃儿剧场,http://159.75.85.63:35455/douyu/9846395
带您进入皮皮动漫星球的动漫小屋,http://159.75.85.63:35455/douyu/8841920
小小天才的搞笑段子,http://159.75.85.63:35455/douyu/9419678
西点放映室-老高与小茉-搬运,http://159.75.85.63:35455/douyu/5662630
金泰亨1230生日快乐！！,http://159.75.85.63:35455/douyu/113158
大扁儿直播,http://159.75.85.63:35455/douyu/8216610
(小毅）林正英，女鬼，僵尸，护体,http://159.75.85.63:35455/douyu/6906628
亮有一计~,http://159.75.85.63:35455/douyu/10946883
大型历史古装剧,http://159.75.85.63:35455/douyu/5061550
【陆小鸡】随机轮播,http://159.75.85.63:35455/douyu/6919701
